OBJECTID;Nombre Places / Número Plazas;geo_shape;geo_point_2d
311733;1;"{""coordinates"": [-0.3445493117505837, 39.47129512436868], ""type"": ""Point""}";39.47129512436868, -0.3445493117505837
311735;1;"{""coordinates"": [-0.3489433953434172, 39.47521444101038], ""type"": ""Point""}";39.47521444101038, -0.3489433953434172
311736;1;"{""coordinates"": [-0.33590264845579304, 39.42007176798456], ""type"": ""Point""}";39.42007176798456, -0.33590264845579304
311742;1;"{""coordinates"": [-0.34712765946100393, 39.4747434662354], ""type"": ""Point""}";39.4747434662354, -0.34712765946100393
311743;1;"{""coordinates"": [-0.35745465942158394, 39.49277073723471], ""type"": ""Point""}";39.49277073723471, -0.35745465942158394
311751;1;"{""coordinates"": [-0.38061100809102705, 39.45462539549513], ""type"": ""Point""}";39.45462539549513, -0.38061100809102705
311752;1;"{""coordinates"": [-0.39281090646466277, 39.472330900748325], ""type"": ""Point""}";39.472330900748325, -0.39281090646466277
311753;1;"{""coordinates"": [-0.39982957716064804, 39.49768005997323], ""type"": ""Point""}";39.49768005997323, -0.39982957716064804
311754;1;"{""coordinates"": [-0.3916224825288018, 39.47008880196981], ""type"": ""Point""}";39.47008880196981, -0.3916224825288018
311756;2;"{""coordinates"": [-0.39285819326587323, 39.4935083548159], ""type"": ""Point""}";39.4935083548159, -0.39285819326587323
311760;1;"{""coordinates"": [-0.34668074648924563, 39.47006116124603], ""type"": ""Point""}";39.47006116124603, -0.34668074648924563
311762;1;"{""coordinates"": [-0.37046063565445997, 39.49444076361969], ""type"": ""Point""}";39.49444076361969, -0.37046063565445997
311775;1;"{""coordinates"": [-0.33370507622243195, 39.46278309988757], ""type"": ""Point""}";39.46278309988757, -0.33370507622243195
311777;1;"{""coordinates"": [-0.3482711403187528, 39.46740092459709], ""type"": ""Point""}";39.46740092459709, -0.3482711403187528
311779;1;"{""coordinates"": [-0.36849916262524757, 39.47177855924128], ""type"": ""Point""}";39.47177855924128, -0.36849916262524757
311789;1;"{""coordinates"": [-0.3589202461953693, 39.4844989286864], ""type"": ""Point""}";39.4844989286864, -0.3589202461953693
311795;1;"{""coordinates"": [-0.36182468744654767, 39.45490895740164], ""type"": ""Point""}";39.45490895740164, -0.36182468744654767
311796;1;"{""coordinates"": [-0.3557322817720162, 39.465833367075746], ""type"": ""Point""}";39.465833367075746, -0.3557322817720162
311798;1;"{""coordinates"": [-0.3349828245355297, 39.44814929550258], ""type"": ""Point""}";39.44814929550258, -0.3349828245355297
311812;1;"{""coordinates"": [-0.38911181638417397, 39.44930228998488], ""type"": ""Point""}";39.44930228998488, -0.38911181638417397
311814;1;"{""coordinates"": [-0.3976162717531803, 39.45931369654173], ""type"": ""Point""}";39.45931369654173, -0.3976162717531803
311820;1;"{""coordinates"": [-0.4224808974452641, 39.50615886290009], ""type"": ""Point""}";39.50615886290009, -0.4224808974452641
311831;1;"{""coordinates"": [-0.3837595501324604, 39.50472080538994], ""type"": ""Point""}";39.50472080538994, -0.3837595501324604
311838;1;"{""coordinates"": [-0.3757709804703241, 39.49576370707416], ""type"": ""Point""}";39.49576370707416, -0.3757709804703241
311840;1;"{""coordinates"": [-0.3773237701411062, 39.494303419732134], ""type"": ""Point""}";39.494303419732134, -0.3773237701411062
311841;1;"{""coordinates"": [-0.37926824566962947, 39.49420949566586], ""type"": ""Point""}";39.49420949566586, -0.37926824566962947
311842;1;"{""coordinates"": [-0.38102201574147115, 39.497315859149595], ""type"": ""Point""}";39.497315859149595, -0.38102201574147115
311845;1;"{""coordinates"": [-0.3772246779494378, 39.49327348959581], ""type"": ""Point""}";39.49327348959581, -0.3772246779494378
311854;1;"{""coordinates"": [-0.37634315878813895, 39.49130800006716], ""type"": ""Point""}";39.49130800006716, -0.37634315878813895
311855;1;"{""coordinates"": [-0.37949839546188135, 39.4906546981369], ""type"": ""Point""}";39.4906546981369, -0.37949839546188135
311869;1;"{""coordinates"": [-0.3808289137148565, 39.48895736273874], ""type"": ""Point""}";39.48895736273874, -0.3808289137148565
311873;1;"{""coordinates"": [-0.3779020500909791, 39.48799394258807], ""type"": ""Point""}";39.48799394258807, -0.3779020500909791
311875;1;"{""coordinates"": [-0.3781925828227357, 39.48771393813457], ""type"": ""Point""}";39.48771393813457, -0.3781925828227357
311879;1;"{""coordinates"": [-0.3790490492582397, 39.485434903515674], ""type"": ""Point""}";39.485434903515674, -0.3790490492582397
311881;1;"{""coordinates"": [-0.3835398138772261, 39.48641641141535], ""type"": ""Point""}";39.48641641141535, -0.3835398138772261
311883;1;"{""coordinates"": [-0.3852288574079771, 39.487689275156846], ""type"": ""Point""}";39.487689275156846, -0.3852288574079771
311884;1;"{""coordinates"": [-0.38560782173327013, 39.4878024303355], ""type"": ""Point""}";39.4878024303355, -0.38560782173327013
311886;1;"{""coordinates"": [-0.3845117577020133, 39.48910801067983], ""type"": ""Point""}";39.48910801067983, -0.3845117577020133
311887;2;"{""coordinates"": [-0.38435039065197746, 39.489161079632396], ""type"": ""Point""}";39.489161079632396, -0.38435039065197746
311889;1;"{""coordinates"": [-0.3846532911922113, 39.48645840584897], ""type"": ""Point""}";39.48645840584897, -0.3846532911922113
311890;1;"{""coordinates"": [-0.37603350408220615, 39.48354828056073], ""type"": ""Point""}";39.48354828056073, -0.37603350408220615
311895;1;"{""coordinates"": [-0.39555487815105533, 39.494876899198644], ""type"": ""Point""}";39.494876899198644, -0.39555487815105533
311901;1;"{""coordinates"": [-0.38947254512755963, 39.491806135480935], ""type"": ""Point""}";39.491806135480935, -0.38947254512755963
311902;1;"{""coordinates"": [-0.3888241585037537, 39.491210805969935], ""type"": ""Point""}";39.491210805969935, -0.3888241585037537
311903;1;"{""coordinates"": [-0.3884142674070708, 39.489229218724965], ""type"": ""Point""}";39.489229218724965, -0.3884142674070708
311910;1;"{""coordinates"": [-0.38945779463600183, 39.493743414138876], ""type"": ""Point""}";39.493743414138876, -0.38945779463600183
311912;1;"{""coordinates"": [-0.38536382140301545, 39.49287984085549], ""type"": ""Point""}";39.49287984085549, -0.38536382140301545
311919;1;"{""coordinates"": [-0.39194286878822154, 39.49464112754585], ""type"": ""Point""}";39.49464112754585, -0.39194286878822154
311921;1;"{""coordinates"": [-0.39313238451438315, 39.496191126420946], ""type"": ""Point""}";39.496191126420946, -0.39313238451438315
311922;2;"{""coordinates"": [-0.39264318866360814, 39.49679959407933], ""type"": ""Point""}";39.49679959407933, -0.39264318866360814
311928;1;"{""coordinates"": [-0.3969569720738666, 39.49219754433189], ""type"": ""Point""}";39.49219754433189, -0.3969569720738666
311929;1;"{""coordinates"": [-0.3948032770949046, 39.49859014835609], ""type"": ""Point""}";39.49859014835609, -0.3948032770949046
311933;1;"{""coordinates"": [-0.3952648642031159, 39.48519760563053], ""type"": ""Point""}";39.48519760563053, -0.3952648642031159
311934;1;"{""coordinates"": [-0.38411456074910444, 39.49153478320744], ""type"": ""Point""}";39.49153478320744, -0.38411456074910444
311935;1;"{""coordinates"": [-0.35118842973138586, 39.473268079700546], ""type"": ""Point""}";39.473268079700546, -0.35118842973138586
311941;1;"{""coordinates"": [-0.33605162445903397, 39.4710124118239], ""type"": ""Point""}";39.4710124118239, -0.33605162445903397
311942;1;"{""coordinates"": [-0.3461131179698687, 39.47386299204407], ""type"": ""Point""}";39.47386299204407, -0.3461131179698687
311944;1;"{""coordinates"": [-0.33966932129106153, 39.4719639106051], ""type"": ""Point""}";39.4719639106051, -0.33966932129106153
311945;1;"{""coordinates"": [-0.3393689900213926, 39.471875154277825], ""type"": ""Point""}";39.471875154277825, -0.3393689900213926
311949;1;"{""coordinates"": [-0.3881199933732927, 39.494876834255614], ""type"": ""Point""}";39.494876834255614, -0.3881199933732927
311955;1;"{""coordinates"": [-0.3946921361519718, 39.49948343606254], ""type"": ""Point""}";39.49948343606254, -0.3946921361519718
311956;1;"{""coordinates"": [-0.38923342897431207, 39.51409880507614], ""type"": ""Point""}";39.51409880507614, -0.38923342897431207
311957;1;"{""coordinates"": [-0.378786577045042, 39.516460189259234], ""type"": ""Point""}";39.516460189259234, -0.378786577045042
311959;1;"{""coordinates"": [-0.3849787708106796, 39.52778677771278], ""type"": ""Point""}";39.52778677771278, -0.3849787708106796
311960;1;"{""coordinates"": [-0.38555306439992904, 39.52861337342377], ""type"": ""Point""}";39.52861337342377, -0.38555306439992904
311963;1;"{""coordinates"": [-0.40231776369696515, 39.45732024663481], ""type"": ""Point""}";39.45732024663481, -0.40231776369696515
311965;1;"{""coordinates"": [-0.400708785199297, 39.4580398813709], ""type"": ""Point""}";39.4580398813709, -0.400708785199297
311967;1;"{""coordinates"": [-0.3835227642358398, 39.48412084939422], ""type"": ""Point""}";39.48412084939422, -0.3835227642358398
311968;1;"{""coordinates"": [-0.3836228231878915, 39.482562968910266], ""type"": ""Point""}";39.482562968910266, -0.3836228231878915
311971;1;"{""coordinates"": [-0.3963309559641966, 39.46167734982208], ""type"": ""Point""}";39.46167734982208, -0.3963309559641966
311973;1;"{""coordinates"": [-0.3995258980800653, 39.460031112829675], ""type"": ""Point""}";39.460031112829675, -0.3995258980800653
311979;1;"{""coordinates"": [-0.4010404790828351, 39.46224428533749], ""type"": ""Point""}";39.46224428533749, -0.4010404790828351
311981;1;"{""coordinates"": [-0.40445157377127994, 39.46351947649234], ""type"": ""Point""}";39.46351947649234, -0.40445157377127994
311990;1;"{""coordinates"": [-0.40937371768245173, 39.46433666650803], ""type"": ""Point""}";39.46433666650803, -0.40937371768245173
311991;1;"{""coordinates"": [-0.4099777056947884, 39.4643557410395], ""type"": ""Point""}";39.4643557410395, -0.4099777056947884
311995;1;"{""coordinates"": [-0.3755168757481503, 39.49425061204898], ""type"": ""Point""}";39.49425061204898, -0.3755168757481503
312001;1;"{""coordinates"": [-0.3718513656862636, 39.45514284489005], ""type"": ""Point""}";39.45514284489005, -0.3718513656862636
312006;1;"{""coordinates"": [-0.4167945936801626, 39.50081568133173], ""type"": ""Point""}";39.50081568133173, -0.4167945936801626
312010;1;"{""coordinates"": [-0.3708452115326791, 39.44756012684879], ""type"": ""Point""}";39.44756012684879, -0.3708452115326791
312012;1;"{""coordinates"": [-0.3297602990693694, 39.47353717950117], ""type"": ""Point""}";39.47353717950117, -0.3297602990693694
312015;1;"{""coordinates"": [-0.35578406559694237, 39.464915317012796], ""type"": ""Point""}";39.464915317012796, -0.35578406559694237
312021;1;"{""coordinates"": [-0.3672781590928944, 39.44915458074783], ""type"": ""Point""}";39.44915458074783, -0.3672781590928944
312022;1;"{""coordinates"": [-0.36945641530330253, 39.48516038399011], ""type"": ""Point""}";39.48516038399011, -0.36945641530330253
312025;1;"{""coordinates"": [-0.3280609154059157, 39.469863609503946], ""type"": ""Point""}";39.469863609503946, -0.3280609154059157
312033;1;"{""coordinates"": [-0.3350529910272886, 39.4659224311074], ""type"": ""Point""}";39.4659224311074, -0.3350529910272886
312035;1;"{""coordinates"": [-0.3895600777021221, 39.47246610732859], ""type"": ""Point""}";39.47246610732859, -0.3895600777021221
312036;1;"{""coordinates"": [-0.3875658185228546, 39.48828868222618], ""type"": ""Point""}";39.48828868222618, -0.3875658185228546
312037;1;"{""coordinates"": [-0.39013796053057487, 39.47066276573653], ""type"": ""Point""}";39.47066276573653, -0.39013796053057487
312038;1;"{""coordinates"": [-0.3905232938474474, 39.470553259218065], ""type"": ""Point""}";39.470553259218065, -0.3905232938474474
312039;1;"{""coordinates"": [-0.3335637654310031, 39.46730939991345], ""type"": ""Point""}";39.46730939991345, -0.3335637654310031
312040;1;"{""coordinates"": [-0.33411872056288827, 39.46873910776555], ""type"": ""Point""}";39.46873910776555, -0.33411872056288827
312041;1;"{""coordinates"": [-0.3332589194719677, 39.46866318398071], ""type"": ""Point""}";39.46866318398071, -0.3332589194719677
312052;1;"{""coordinates"": [-0.39118898094615334, 39.449666889841836], ""type"": ""Point""}";39.449666889841836, -0.39118898094615334
312056;1;"{""coordinates"": [-0.3310991599547844, 39.465792570326784], ""type"": ""Point""}";39.465792570326784, -0.3310991599547844
312057;1;"{""coordinates"": [-0.3634037290546088, 39.47576000254483], ""type"": ""Point""}";39.47576000254483, -0.3634037290546088
312061;1;"{""coordinates"": [-0.366696152376, 39.466528233846724], ""type"": ""Point""}";39.466528233846724, -0.366696152376
312063;1;"{""coordinates"": [-0.389559993134056, 39.46412942634968], ""type"": ""Point""}";39.46412942634968, -0.389559993134056
312065;1;"{""coordinates"": [-0.3879237842418258, 39.45689836779794], ""type"": ""Point""}";39.45689836779794, -0.3879237842418258
312066;1;"{""coordinates"": [-0.3703678724794624, 39.455068560257885], ""type"": ""Point""}";39.455068560257885, -0.3703678724794624
312068;1;"{""coordinates"": [-0.3714964858223318, 39.492709952172575], ""type"": ""Point""}";39.492709952172575, -0.3714964858223318
312073;1;"{""coordinates"": [-0.38735808443393827, 39.47047225115874], ""type"": ""Point""}";39.47047225115874, -0.38735808443393827
312074;1;"{""coordinates"": [-0.3700299895507692, 39.457080301767895], ""type"": ""Point""}";39.457080301767895, -0.3700299895507692
312083;1;"{""coordinates"": [-0.37664510141731206, 39.51544961062193], ""type"": ""Point""}";39.51544961062193, -0.37664510141731206
312086;1;"{""coordinates"": [-0.34740891771429205, 39.46553546900015], ""type"": ""Point""}";39.46553546900015, -0.34740891771429205
312092;1;"{""coordinates"": [-0.388549256582578, 39.49040872850773], ""type"": ""Point""}";39.49040872850773, -0.388549256582578
312097;3;"{""coordinates"": [-0.389233688983927, 39.46835928690806], ""type"": ""Point""}";39.46835928690806, -0.389233688983927
312103;1;"{""coordinates"": [-0.37913642181302637, 39.44710690914653], ""type"": ""Point""}";39.44710690914653, -0.37913642181302637
312105;1;"{""coordinates"": [-0.3763786615629825, 39.45515243196852], ""type"": ""Point""}";39.45515243196852, -0.3763786615629825
312111;1;"{""coordinates"": [-0.37451272031303, 39.45280822763941], ""type"": ""Point""}";39.45280822763941, -0.37451272031303
312114;1;"{""coordinates"": [-0.3736552794055083, 39.44800653311735], ""type"": ""Point""}";39.44800653311735, -0.3736552794055083
312117;1;"{""coordinates"": [-0.4072245910005557, 39.465598320091914], ""type"": ""Point""}";39.465598320091914, -0.4072245910005557
312118;1;"{""coordinates"": [-0.4085642436263515, 39.46699695894207], ""type"": ""Point""}";39.46699695894207, -0.4085642436263515
312122;1;"{""coordinates"": [-0.40564369910286996, 39.47122795164441], ""type"": ""Point""}";39.47122795164441, -0.40564369910286996
312123;1;"{""coordinates"": [-0.33301247755525737, 39.47122177528701], ""type"": ""Point""}";39.47122177528701, -0.33301247755525737
312124;1;"{""coordinates"": [-0.4036180683485179, 39.469723507130006], ""type"": ""Point""}";39.469723507130006, -0.4036180683485179
312126;1;"{""coordinates"": [-0.401760432010956, 39.468851177132365], ""type"": ""Point""}";39.468851177132365, -0.401760432010956
312130;1;"{""coordinates"": [-0.40023140383651434, 39.46728215604946], ""type"": ""Point""}";39.46728215604946, -0.40023140383651434
312141;1;"{""coordinates"": [-0.39411700604654304, 39.46443568275482], ""type"": ""Point""}";39.46443568275482, -0.39411700604654304
312142;1;"{""coordinates"": [-0.39375675320630027, 39.46595742943466], ""type"": ""Point""}";39.46595742943466, -0.39375675320630027
312143;1;"{""coordinates"": [-0.39392441260843486, 39.4660137557412], ""type"": ""Point""}";39.4660137557412, -0.39392441260843486
312146;1;"{""coordinates"": [-0.3905494901940521, 39.468232617377566], ""type"": ""Point""}";39.468232617377566, -0.3905494901940521
312148;1;"{""coordinates"": [-0.3930059059713732, 39.46817977685575], ""type"": ""Point""}";39.46817977685575, -0.3930059059713732
312153;1;"{""coordinates"": [-0.39924258243967947, 39.472139330787975], ""type"": ""Point""}";39.472139330787975, -0.39924258243967947
